fecha,CASOS,tmean,tmax,tmin,humr,ptot,month
2018-09-27,3,26.9,31.7,23.9,88.0,7.2,9
2018-10-04,7,25.6,29.4,23.6,93.3,96.5,10
2018-10-11,9,25.8,29.7,23.6,91.3,61.3,10
2018-10-18,14,26.6,31.1,23.9,89.8,42.1,10
2018-10-25,8,25.8,29.7,23.8,92.6,45.1,10
2018-11-01,8,26.2,30.5,23.4,89.7,95.0,11
2018-11-08,6,26.1,29.8,23.8,91.3,25.4,11
2018-11-15,5,26.2,30.0,24.0,92.2,77.5,11
2018-11-22,4,26.1,29.6,24.0,91.0,36.5,11
2018-11-29,11,25.8,30.1,23.4,91.9,47.4,11
2018-12-06,7,26.6,31.2,23.8,86.4,49.4,12
2018-12-13,7,24.9,28.2,23.0,92.8,57.4,12
2018-12-20,2,24.6,28.4,22.7,93.4,30.8,12
2018-12-27,11,24.5,27.8,22.7,94.0,18.2,12
2019-01-10,10,25.4,29.0,23.2,90.4,27.6,1
2019-01-17,22,25.6,29.7,23.4,91.3,83.8,1
2019-01-24,14,24.9,28.7,23.0,92.6,30.4,1
2019-01-31,17,24.9,28.3,23.1,94.2,21.7,1
2019-02-07,26,25.4,29.3,23.4,92.7,63.5,2
2019-02-14,16,25.2,28.6,23.3,93.7,51.6,2
2019-02-21,10,25.4,29.1,23.3,92.9,149.2,2
2019-02-28,17,26.0,30.0,23.8,92.1,62.0,2
2019-03-07,10,26.2,30.4,23.8,89.4,34.7,3
2019-03-14,33,26.9,31.4,24.0,86.9,64.9,3
2019-03-21,26,25.3,29.5,23.4,93.3,96.8,3
2019-03-28,24,25.9,29.5,23.9,91.5,90.9,3
2019-04-04,27,25.6,29.2,23.6,93.4,95.3,4
2019-04-11,19,26.5,30.6,23.9,90.0,55.7,4
2019-04-18,16,25.8,29.6,23.2,89.4,63.0,4
2019-04-25,10,26.0,30.4,23.7,91.2,65.1,4
2019-05-02,11,26.3,30.5,23.9,90.1,103.5,5
2019-05-09,15,25.8,29.6,23.6,91.8,104.8,5
2019-05-16,7,26.6,30.7,24.1,89.7,16.7,5
2019-05-23,5,25.2,28.4,22.9,88.4,24.5,5
2019-05-30,5,25.4,29.4,23.1,91.7,18.8,5
2019-06-06,8,26.1,30.3,23.7,90.4,34.6,6
2019-06-13,2,24.7,27.5,23.0,92.6,91.2,6
2019-06-20,5,25.0,28.7,23.0,92.9,47.8,6
2019-06-27,6,24.8,28.2,22.8,94.4,48.2,6
2019-07-04,6,24.6,28.3,22.6,93.9,41.9,7
2019-07-11,3,25.1,28.7,22.9,90.9,112.9,7
2019-07-18,5,23.7,27.8,20.9,91.2,27.8,7
2019-07-25,2,24.5,28.1,22.5,94.1,37.3,7
2019-08-01,6,24.8,28.5,22.5,92.3,47.7,8
2019-08-08,11,25.4,30.3,21.7,87.0,13.4,8
2019-08-15,4,24.6,29.5,20.6,78.6,8.5,8
2019-08-22,4,25.3,29.5,22.7,89.3,21.8,8
2019-08-29,4,25.4,29.8,22.6,89.7,95.8,8
2019-09-05,2,25.8,30.5,23.0,89.5,83.2,9
2019-09-12,4,26.2,30.8,23.3,89.8,39.7,9
2019-09-19,1,26.3,31.1,23.6,89.7,58.6,9
2019-09-26,2,27.1,31.8,24.1,88.4,63.0,9
2019-10-03,3,26.2,30.7,23.4,90.0,114.8,10
2019-10-10,5,26.5,30.9,23.8,89.2,72.9,10
2019-10-17,4,25.2,29.0,22.9,92.4,149.5,10
2019-10-24,8,25.7,30.4,23.3,90.4,47.8,10
2019-10-31,11,25.6,29.3,23.4,92.4,122.7,10
2019-11-07,4,26.3,30.5,23.7,88.3,17.4,11
2019-11-14,7,26.2,30.0,23.8,90.0,47.1,11
2019-11-21,28,25.5,28.8,23.7,93.6,85.5,11
2019-11-28,35,25.7,29.3,23.4,91.4,110.7,11
2019-12-05,29,25.7,29.8,23.5,92.0,62.6,12
2019-12-12,78,25.4,28.8,23.4,93.6,130.5,12
2019-12-19,88,26.1,30.1,24.0,90.6,79.2,12
2019-12-26,111,25.6,29.2,23.4,91.1,89.9,12
2020-01-03,129,26.0,30.3,23.6,91.8,42.5,1
2020-01-09,142,26.1,30.0,24.0,90.3,12.8,1
2020-01-16,218,26.4,30.5,23.0,77.1,14.4,1
2020-01-23,293,24.9,28.8,23.1,93.3,38.8,1
2020-01-30,289,26.3,30.6,24.0,90.9,49.2,1
2020-02-06,283,27.2,31.7,24.5,88.4,23.4,2
2020-02-13,254,26.5,30.9,24.1,87.8,20.2,2
2020-02-20,259,26.1,30.1,24.0,89.5,55.4,2
2020-02-27,286,26.8,31.1,24.5,90.0,68.9,2
2020-03-05,248,26.2,30.0,24.3,91.4,105.5,3
2020-03-12,385,26.5,30.3,24.1,88.7,24.9,3
2020-03-19,188,26.6,31.0,23.9,88.7,54.8,3
2020-03-26,173,26.8,31.2,24.2,89.7,14.2,3
2020-04-02,94,27.2,31.7,24.3,87.5,66.7,4
2020-04-09,29,25.4,28.6,23.7,93.7,126.3,4
2020-04-16,25,25.7,29.6,23.9,94.2,84.5,4
2020-04-23,28,26.0,29.9,23.3,87.2,35.2,4
2020-04-30,22,26.7,31.0,23.3,83.0,9.0,4
2020-05-07,11,25.5,29.4,23.5,93.1,33.0,5
2020-05-14,6,25.0,28.3,23.2,91.9,89.6,5
2020-05-21,2,25.6,29.9,23.2,90.3,59.2,5
2020-05-28,10,25.2,28.7,23.2,92.8,76.4,5
2020-06-04,5,24.8,28.1,22.5,89.6,3.0,6
2020-06-11,13,25.2,28.9,22.9,92.2,69.2,6
2020-06-18,16,26.4,30.8,23.5,87.6,9.1,6
2020-06-25,19,25.5,29.2,23.1,91.2,73.9,6
2020-07-02,20,25.2,29.5,22.9,92.1,77.6,7
2020-07-09,23,25.0,28.3,22.7,92.8,59.6,7
2020-07-16,11,24.8,28.7,22.7,93.0,89.2,7
2020-07-23,30,25.0,29.3,22.5,90.9,64.0,7
2020-07-30,35,25.3,29.5,22.9,91.3,30.4,7
2020-08-06,44,24.9,28.8,22.6,91.4,34.8,8
2020-08-13,27,25.6,29.9,21.9,84.6,12.4,8
2020-08-20,28,26.2,30.7,23.3,88.8,8.3,8
2020-08-27,30,25.8,30.1,22.7,87.0,53.3,8
2020-09-03,27,24.5,29.2,21.0,84.7,1.9,9
2020-09-10,41,25.8,30.3,23.1,90.3,59.9,9
2020-09-17,58,26.7,31.9,23.6,87.9,36.9,9
2020-09-24,63,26.6,31.1,23.8,88.7,47.7,9
2020-10-01,51,26.2,30.5,23.5,89.2,59.6,10
2020-10-08,73,25.9,30.2,23.3,89.8,98.7,10
2020-10-15,91,26.6,31.9,23.3,86.2,66.2,10
2020-10-22,81,27.1,31.7,24.2,85.7,54.8,10
2020-10-29,68,26.8,31.3,24.1,87.6,60.7,10
2020-11-05,72,27.4,31.5,24.6,86.8,43.9,11
2020-11-12,98,27.0,31.3,23.9,85.3,19.6,11
2020-11-19,81,26.4,30.2,24.0,90.2,100.6,11
2020-11-26,76,25.8,29.5,23.8,91.5,96.2,11
2020-12-03,53,26.3,30.6,23.7,89.6,105.6,12
2020-12-10,48,25.2,28.5,23.3,93.4,123.5,12
2020-12-17,70,25.8,30.2,23.4,90.4,72.6,12
2020-12-24,56,25.3,29.2,23.0,90.9,103.8,12
2020-12-31,44,25.7,29.6,23.5,91.9,97.0,12
2021-01-09,31,25.4,28.9,23.3,92.0,51.3,1
2021-01-07,43,25.1,28.7,23.0,91.5,107.7,1
2021-01-14,57,25.8,30.1,23.3,88.2,86.2,1
2021-01-21,74,25.5,29.0,23.4,89.8,127.1,1
2021-01-28,48,25.7,30.3,23.0,89.0,117.8,1
2021-02-04,18,25.3,29.1,23.1,92.4,88.2,2
2021-02-11,17,26.3,30.5,24.1,90.9,44.2,2
2021-02-18,12,27.2,32.1,24.0,85.0,85.0,2
2021-02-25,12,26.0,29.8,23.6,89.4,23.7,2
2021-03-04,13,25.2,29.2,23.1,92.2,40.3,3
2021-03-11,12,25.5,29.6,23.0,88.8,63.0,3
2021-03-18,15,25.3,29.3,22.9,91.7,202.8,3
2021-03-25,11,25.5,29.8,23.3,90.0,62.5,3
2021-04-01,5,25.2,28.6,23.3,92.5,79.6,4
2021-04-08,8,25.7,29.9,23.2,90.3,123.2,4
2021-04-15,11,25.5,29.5,23.2,91.8,57.1,4
2021-04-22,8,25.6,29.7,23.0,90.7,53.0,4
2021-04-29,7,25.0,28.7,22.9,92.7,137.8,4
2021-05-06,9,25.3,29.1,22.9,90.4,15.3,5
2021-05-13,10,24.4,27.6,22.6,92.2,24.1,5
2021-05-20,7,25.1,29.0,23.0,93.5,47.7,5
2021-05-27,4,25.7,29.5,23.1,88.0,10.3,5
2021-06-03,6,25.2,28.8,23.3,93.4,125.1,6
2021-06-10,5,25.4,29.6,22.9,91.2,39.2,6
2021-06-17,5,24.1,27.5,22.2,93.3,60.9,6
2021-06-24,2,24.9,29.0,22.5,91.5,32.9,6
2021-07-01,3,23.3,27.3,20.5,85.4,12.6,7
2021-07-08,1,24.5,28.5,21.7,90.4,24.1,7
2021-07-15,4,24.9,29.3,22.3,91.4,48.0,7
2021-07-22,1,24.5,28.0,21.9,90.0,13.4,7
2021-07-29,1,24.3,28.4,21.6,87.7,11.9,7
2021-08-05,4,25.1,30.1,21.3,83.6,4.3,8
2021-08-12,6,26.0,30.6,23.2,88.7,27.5,8
2021-08-19,6,26.0,30.6,23.3,89.2,57.0,8
2021-08-26,4,26.9,31.5,23.7,86.9,20.7,8
2021-09-02,4,25.7,30.1,22.8,89.0,45.6,9
2021-09-09,5,26.3,31.1,23.4,89.0,50.4,9
2021-09-16,5,25.8,30.5,22.9,89.0,47.6,9
2021-09-23,7,26.0,30.1,23.5,90.2,93.0,9
2021-09-30,4,26.8,31.9,23.3,85.1,27.3,9
2021-10-07,7,26.2,30.4,23.7,90.4,96.5,10
2021-10-14,4,27.3,31.8,24.4,87.3,200.1,10
2021-10-21,18,26.1,30.2,23.8,91.4,86.7,10
2021-10-28,9,25.7,29.9,23.2,91.1,164.0,10
2021-11-04,9,26.0,30.2,23.7,91.7,99.7,11
2021-11-11,6,25.7,29.7,23.5,91.7,79.4,11
2021-11-18,16,26.4,30.6,23.8,89.0,60.2,11
2021-11-25,14,25.9,30.1,23.5,91.1,51.1,11
2021-12-02,14,25.9,29.2,23.9,91.6,71.8,12
2021-12-09,16,25.7,29.5,23.5,92.3,35.8,12
2021-12-16,10,26.6,30.4,24.4,88.5,46.5,12
2021-12-23,6,26.3,30.5,23.9,90.1,21.1,12
2021-12-30,9,26.3,30.7,23.9,90.5,93.0,12
2022-01-06,19,27.6,32.6,23.7,76.6,5.1,1
2022-01-13,22,27.3,31.7,23.9,81.2,59.0,1
2022-01-20,18,25.8,30.2,23.3,89.1,29.5,1
2022-01-27,28,26.3,30.9,23.5,88.0,85.0,1
2022-02-03,54,26.9,31.5,23.7,81.4,28.0,2
2022-02-10,44,25.3,29.3,23.2,92.2,92.5,2
2022-02-17,82,25.4,30.2,23.2,91.3,53.6,2
2022-02-24,71,25.9,30.2,23.7,89.2,39.5,2
2022-03-03,68,25.5,29.5,23.0,89.7,48.5,3
2022-03-10,107,25.4,29.0,23.4,92.8,109.5,3
2022-03-17,140,25.3,28.9,23.2,92.0,114.1,3
2022-03-24,161,25.2,29.2,23.0,91.8,42.3,3
2022-03-31,167,24.4,27.5,22.7,94.4,205.1,3
2022-04-07,186,25.6,29.9,22.7,88.9,106.0,4
2022-04-14,231,25.5,29.7,23.1,91.9,84.1,4
2022-04-21,353,25.3,28.9,23.2,92.1,103.1,4
2022-04-28,227,25.7,29.7,23.4,92.3,132.9,4
2022-05-05,246,24.9,28.8,22.8,93.6,31.8,5
2022-05-12,208,25.0,28.5,23.0,93.6,44.0,5
2022-05-19,79,23.6,26.6,21.6,92.0,43.0,5
2022-05-26,47,24.7,28.9,22.4,91.2,23.4,5
2022-06-02,79,25.2,29.1,22.4,89.7,11.1,6
2022-06-09,59,24.8,28.3,22.7,92.1,58.6,6
2022-06-16,47,23.9,27.8,21.2,84.7,5.3,6
2022-06-23,32,24.3,28.1,22.1,92.9,16.4,6
2022-06-30,18,24.9,29.0,22.3,90.7,10.1,6
2022-07-07,24,24.5,28.4,22.4,93.7,34.2,7
2022-07-14,15,25.3,29.7,22.7,90.7,36.9,7
2022-07-21,18,24.6,28.1,22.7,93.3,17.7,7
2022-07-28,11,24.9,29.2,22.5,91.8,41.2,7
2022-08-04,7,25.2,29.0,23.0,92.8,52.2,8
2022-08-11,14,25.3,29.6,22.5,89.7,36.2,8
2022-08-18,12,25.3,29.2,22.6,90.0,86.7,8
2022-08-25,16,24.3,29.6,20.5,84.6,24.0,8
2022-09-01,13,25.5,30.1,22.7,89.6,42.7,9
2022-09-08,12,25.7,30.8,22.8,89.4,28.5,9
2022-09-15,23,25.5,29.8,22.6,88.7,14.3,9
2022-09-22,12,26.8,31.8,23.4,87.2,18.3,9
2022-09-29,13,27.4,32.8,23.5,82.8,4.8,9
2022-10-06,11,26.9,31.8,23.9,86.6,99.7,10
2022-10-13,13,27.0,32.0,23.7,84.3,41.1,10
2022-10-20,12,25.3,29.2,23.3,93.5,77.7,10
2022-10-27,13,26.1,29.7,23.8,91.9,79.0,10
2022-11-03,14,24.5,29.5,21.0,83.3,92.1,11
2022-11-10,10,27.0,32.0,23.4,84.1,27.4,11
2022-11-17,22,26.1,30.2,23.7,90.3,68.5,11
2022-11-24,7,25.5,29.5,23.4,92.7,64.1,11
2022-12-01,14,26.6,31.1,23.6,83.8,34.8,12
2022-12-08,17,25.9,30.4,23.2,88.9,46.0,12
2022-12-15,13,25.9,30.5,23.5,89.9,76.4,12
2022-12-22,12,25.5,29.6,23.0,90.9,39.4,12
2022-12-29,19,26.8,31.3,23.8,82.3,20.1,12
2023-01-05,37,25.7,29.4,23.3,88.4,136.4,1
2023-01-12,47,25.4,29.5,22.8,89.8,135.4,1
2023-01-19,29,24.5,27.9,22.5,92.5,147.1,1
2023-01-26,30,26.0,30.8,23.2,85.9,82.0,1
2023-02-02,44,26.0,29.9,23.4,84.3,11.5,2
2023-02-09,69,24.6,28.3,22.7,92.9,68.8,2
2023-02-16,100,25.0,29.4,22.9,93.5,48.6,2
2023-02-23,120,25.5,29.8,23.1,89.1,51.6,2
2023-03-02,117,25.7,30.3,23.7,92.1,38.3,3
2023-03-09,134,25.6,29.6,23.5,91.4,83.5,3
2023-03-16,113,25.8,30.3,22.9,88.5,74.0,3
2023-03-23,92,26.7,31.1,23.6,85.5,27.6,3
2023-03-30,60,25.4,29.8,23.1,90.5,75.9,3
2023-04-06,44,24.7,28.0,23.0,95.0,135.4,4
2023-04-13,57,26.1,30.9,23.3,89.3,84.0,4
2023-04-20,32,25.8,29.2,23.7,91.6,75.0,4
2023-04-27,22,25.0,29.2,22.8,92.8,87.6,4
2023-05-04,25,25.8,29.4,23.6,91.8,32.3,5
2023-05-11,28,25.4,29.2,23.2,91.4,23.8,5
2023-05-18,31,25.8,29.8,23.8,93.4,28.5,5
2023-05-25,23,26.0,29.8,23.6,91.6,64.3,5
2023-06-01,21,25.4,28.9,23.3,92.6,39.5,6
2023-06-08,23,25.3,29.4,23.1,92.3,53.4,6
2023-06-15,7,23.7,27.4,21.7,87.1,5.8,6
2023-06-22,11,25.0,29.6,21.9,88.3,4.4,6
2023-06-29,13,25.1,29.2,22.9,92.8,24.0,6
2023-07-06,15,25.7,30.0,22.9,89.6,20.5,7
2023-07-13,7,25.8,30.0,23.2,91.1,45.9,7
2023-07-20,3,25.0,28.8,22.4,91.9,54.2,7
2023-07-27,6,26.0,30.3,23.1,89.0,30.7,7
2023-08-03,5,25.5,29.8,22.9,90.3,34.7,8
2023-08-10,6,26.5,31.0,23.5,89.3,42.7,8
2023-08-17,7,25.9,30.0,23.0,88.3,20.4,8
2023-08-24,5,27.6,32.6,24.3,86.4,15.7,8
2023-08-31,9,27.6,32.6,24.1,86.4,19.9,8
2023-09-07,5,28.0,33.4,24.1,83.6,22.2,9
2023-09-14,4,26.8,31.1,24.0,89.0,47.1,9
2023-09-21,7,27.7,33.2,24.0,82.6,39.8,9
2023-09-28,4,28.5,34.0,24.8,81.7,94.4,9
2023-10-05,13,29.2,34.9,25.1,79.8,37.9,10
2023-10-12,4,28.0,33.0,24.8,83.9,96.1,10
2023-10-19,6,27.7,33.1,24.4,84.0,23.1,10
2023-10-26,10,28.1,33.3,25.0,85.0,48.1,10
2023-11-02,7,27.2,31.4,24.7,88.5,73.9,11
2023-11-09,17,26.5,30.7,23.9,89.9,53.6,11
2023-11-16,19,27.9,32.5,24.6,85.8,62.2,11
2023-11-23,16,27.6,31.8,25.0,87.4,99.3,11
2023-11-30,16,26.4,30.3,24.0,89.4,82.9,11
2023-12-07,17,26.0,29.6,23.8,91.8,41.4,12
2023-12-14,37,26.4,30.5,24.1,90.6,23.9,12
2023-12-21,33,26.8,30.7,24.2,88.3,98.4,12
2023-12-28,24,25.7,29.3,23.6,93.1,60.7,12
2024-01-04,26,27.2,31.3,24.4,86.9,11.2,1
2024-01-11,38,26.4,31.0,23.7,89.2,116.2,1
2024-01-18,32,26.1,30.1,24.0,92.3,63.7,1
2024-01-25,32,27.0,31.9,24.5,88.4,66.6,1
2024-02-01,32,27.1,31.0,24.9,90.3,81.9,2
2024-02-08,27,26.8,31.1,24.3,89.8,80.1,2
2024-02-15,33,25.6,29.1,24.1,95.0,214.1,2
2024-02-22,36,28.4,32.9,25.0,81.5,68.9,2
2024-02-29,47,26.4,30.2,24.1,90.3,89.9,2
2024-03-07,52,26.2,29.9,24.1,91.8,60.4,3
2024-03-14,56,27.1,31.9,24.5,89.2,37.7,3
2024-03-21,58,26.9,30.4,24.9,92.3,58.4,3
2024-03-28,39,27.5,32.3,24.5,86.8,37.0,3
2024-04-04,70,26.8,31.2,24.2,90.5,76.3,4
2024-04-11,45,27.3,32.3,24.6,88.7,34.2,4
2024-04-18,46,26.4,29.8,24.3,93.4,93.8,4
2024-04-25,44,26.0,30.2,23.9,93.0,156.0,4
2024-05-02,26,27.1,31.9,24.6,89.0,49.4,5
2024-05-09,36,27.0,31.4,24.5,90.0,174.8,5
2024-05-16,39,26.3,29.2,24.2,91.5,77.2,5
2024-05-23,44,26.0,29.9,23.9,91.9,137.2,5
2024-05-30,36,24.5,27.4,22.0,85.8,11.3,5
2024-06-06,28,25.2,29.1,22.8,91.0,39.7,6
2024-06-13,29,26.1,30.6,23.6,90.5,16.9,6
2024-06-20,25,26.1,30.4,23.4,89.6,49.7,6
2024-06-27,30,26.2,30.9,23.4,89.8,11.6,6
2024-07-04,28,25.4,29.3,22.8,90.1,30.1,7
2024-07-11,24,25.2,29.0,22.9,91.7,82.3,7
2024-07-18,22,25.0,29.4,21.5,84.7,9.1,7
2024-07-25,28,26.0,30.2,23.1,88.9,11.7,7
2024-08-01,13,27.0,31.8,23.3,83.6,10.6,8
2024-08-08,18,26.2,30.1,23.5,89.7,56.7,8
